rowid,region,customer,xb_01,xb_02,xb_03,xn_01,xn_02,xn_03,xa_01,xa_02,xa_03,xb_04,xb_05,xb_06,xb_07,xb_08,xn_04,xn_05,xn_06,xn_07,xn_08,xa_04,xa_05,xa_06,xa_07,xa_08,xw_01,xw_02,xw_03,xs_01,xs_02,xs_03,xs_04,xs_05,xs_06,response,outcome
11,XX,B,3.088235294117647,10,-4,1.5133689839572193,6,-5,7.660427807486631,24,-9,1.028087598675834,-2,6,1.9759358288770053,0.02941176470588235,0.5101285968933028,-2.5,4,1.3475935828877006,-0.39037433155080214,2.79816653934301,-8,16,4.473262032085562,1.0989304812834224,60.07575757575758,0,107,0.1870839285271204,-0.4502906027931481,1.3336546672859413,0.27998716851408817,0.00299153207185377,1.0685140788830805,1.6656319933674415,non_event
12,XX,B,3.090909090909091,11,-2,1.818181818181818,6,-4,7.136363636363637,21,-2,0.7674242424242425,-1,2.5,1.681818181818182,-0.2272727272727273,0.5303030303030303,-1.3333333333333333,2,1.3636363636363635,-0.4545454545454546,1.826839826839827,-2,4.666666666666667,3.6818181818181817,-0.18181818181818185,61.17391304347826,0,107,0.13744635420380025,-0.3367760604225948,0.4524263693895955,0.257013677707091,0.04042323129301698,0.5340309165281667,3.1841508079080856,non_event
13,XX,B,3.35,7,-1,1.76,10,-4,8.12,24,-2,1.1827936507936507,-0.5,5,2.07,0.28,0.6980714285714286,-1.5,4,1.6,-0.27,2.9935714285714288,-0.6666666666666666,9,4.77,1.2,57.440366972477065,0,104,0.17891635793902844,-0.2500165101608272,0.7017076613847262,0.2698003730714454,0.02815008683336191,0.8161885809857751,2.754741393225783,non_event
14,XX,B,3.71191135734072,12,-4,1.5900277008310248,10,-6,8.157894736842104,27,-5,1.265815855428044,-2,6,2.2465373961218837,0.25761772853185594,0.5654772897155168,-2.5,4,1.4321329639889198,-0.3296398891966759,3.0310480147737766,-2,14,4.806094182825484,1.185595567867036,61.13953488372093,0,109,0.214683190283215,-0.392110351338819,1.405,0.277353453864128,1.423024947075772e-4,0.7361474348183491,2.536072799357454,non_event
15,XX,B,2.6956521739130435,9,-2,1.173913043478261,10,-3,6.891304347826087,20,-3,0.9063664596273292,-1,4,1.7173913043478262,0.0217391304347826,0.4773809523809524,-1.5,3,1.2391304347826086,-0.3695652173913043,2.3463768115942027,-3,6,4.130434782608695,0.6956521739130435,58.46,0,109,0.1857702736311548,-0.16453061902874855,0.5930046312941298,0.28323775645494426,0,0.7979882173098723,2.3712468876662505,non_event
16,XX,B,2.82,10,-4,1.02,4,-5,7.14,19,-3,0.9446666666666668,-1.3333333333333333,3,1.86,0.06,0.4222698412698413,-1,2,1.3,-0.6,2.4873333333333334,-1,6,4.12,0.74,67.33333333333333,7,104,0.18206916892589625,-0.45371388937801976,0.8198373822492687,0.2687913615062495,0.00424733198733818,0.5914116295355627,2.706302055180679,non_event
17,XX,B,2.6296296296296298,8,-2,0.9629629629629628,6,-3,6.814814814814815,15,-1,0.769753086419753,-2,2,1.6296296296296295,-0.14814814814814814,0.26049382716049385,-1.5,2,1.1851851851851851,-0.7037037037037037,2.6030864197530863,-1,6,4.037037037037037,1,62.92857142857143,14,109,0.11754931794609964,-0.6011373483715206,0.3890499901567059,0.2715918490535705,0.0725892890523887,0.5171357426902108,3.182664878496951,non_event
18,XX,B,3.25,10,-2,1.6,8,-6,7.9,24,1,0.9491666666666668,-1,3.5,1.8,0.05,0.5191666666666667,-1.5,2.5,1.65,-0.75,2.4483333333333333,0.5,8,4.25,0.15,64.38095238095238,0,99,0.14189340894773375,-0.15769282858008685,0.3122286058365286,0.27286703515451843,0.10751321910556393,0.6126574802221133,2.462464396053086,non_event
19,XX,B,2.816901408450704,10,-2,1.408450704225352,9,-4,7.338028169014085,24,-2,0.9735412474849094,-1,6,2,-0.02816901408450704,0.3874245472837022,-1,2,1.323943661971831,-0.5915492957746479,2.774111334674715,-1,15,4.619718309859155,0.9577464788732394,64.23287671232876,0,103,0.2034865096305639,-0.23089081680791088,0.9295746828034264,0.2689084069513506,0.01866113307103197,0.6908978732800339,1.8566615059969704,non_event
20,XX,B,2.696969696969697,10,-3,1.4545454545454546,7,-3,6.863636363636363,21,-1,0.9814814814814816,-0.6,4,1.8636363636363635,-0.01515151515151515,0.5895021645021645,-1,4,1.4393939393939394,-0.3181818181818182,2.868073593073593,-0.5,9,4.651515151515151,1.0454545454545454,60.128571428571426,0,104,0.15074542723488077,-0.41132654757187137,0.6689317388999926,0.29623048125824125,0.03296182694460812,0.9311820183401066,2.592001607274952,non_event
21,XX,B,2.272727272727273,7,-1,0.6363636363636364,3,-3,5.2727272727272725,10,-1,0.8242424242424242,-0.3333333333333333,2.3333333333333335,1.7272727272727273,-0.3636363636363637,0.16818181818181818,-1,1,0.7272727272727273,-0.6363636363636364,2.0454545454545454,-0.3333333333333333,4.5,3.363636363636364,0.18181818181818185,62.90909090909091,21,104,0.14387975042255882,-0.00481720553112028,0.30090766260645435,0.26697235668894703,0.1667649810613277,0.4651946646319274,2.118885027448007,non_event
22,XX,B,2.870967741935484,8,-4,1.1612903225806452,5,-3,6.67741935483871,15,-3,1.053225806451613,-1,3,1.935483870967742,0.25806451612903225,0.44086021505376344,-1,2,1.2258064516129032,-0.3548387096774194,2.746774193548387,-1,8,4.32258064516129,1.2258064516129032,55.625,0,102,0.16000629580862183,-0.6339245486174196,0.8383607324380847,0.3010086917681708,0.1093667619077919,0.8214469056183729,1.5531299519193635,non_event
23,XX,B,2,5,-1,2.5,6,-1,12,12,12,0.525,-0.2,1.25,1.5,-2,0.375,-0.25,1,2,-1.5,2.7,2.4,3,5,0.5,73,58,88,-0.00991345360329015,-0.3142833918566711,0.2944564846500908,0.2869092173373634,0.18848588098255603,0.3853325536921709,3.818604141873066,non_event
24,XX,B,3.7857142857142856,6,1,3,7,0,8.428571428571429,14,3,1.186904761904762,0.5,2,2.142857142857143,0.2857142857142857,1.1214285714285714,0,3,1.9285714285714288,0.21428571428571427,2.8421768707482995,1,4.333333333333333,5.357142857142857,0.6428571428571429,60.5,8,96,0.18937156477611788,-0.2869657093917315,0.5203202244848697,0.27592631333888024,0.01415608175648384,0.6058711203862271,2.6465947883210705,non_event
25,XX,B,2.792452830188679,10,-4,1.7452830188679245,12,-5,8.122641509433961,26,-4,0.9488207547169812,-1.3333333333333333,5,1.7358490566037736,0.11320754716981132,0.6562668463611859,-2.5,3,1.349056603773585,-0.07547169811320754,2.8400943396226417,-3,14,4.547169811320755,1.0943396226415094,60.81651376146789,8,107,0.18010330651629078,-0.6439706013219961,0.6876884274166256,0.25814271517755816,0.00431704088542566,0.8345441052929004,3.0921110792252477,non_event
26,XX,B,3.1538461538461537,7,-1,3.3076923076923075,6,1,6.538461538461538,14,1,1.0346153846153847,-0.3333333333333333,1.75,1.6923076923076923,0.3076923076923077,1.015384615384615,0.4,1.6666666666666667,1.8461538461538465,0.07692307692307693,2.4166666666666665,1,3.5,3.3846153846153846,1.3076923076923077,66.3076923076923,9,106,0.23375521750620176,-0.01779989825982573,0.4893691769624716,0.2464584119381992,0.14510648132402665,0.5413761481320726,1.5254516474246609,non_event
27,XX,B,3.3017543859649123,13,-3,1.8842105263157896,12,-4,7.912280701754386,32,-5,1.1208103592314118,-1,4.333333333333333,2.024561403508772,0.21403508771929824,0.6533305485937065,-2,4,1.550877192982456,-0.28421052631578947,2.8760066833751043,-1.6666666666666667,10.666666666666666,4.701754385964913,1.1403508771929824,61.31772575250836,0,106,0.20961567260448,-0.24309451735067772,1.0315276749732567,0.2775456767321511,0,0.8993904733390552,2.554449262835416,non_event
28,XX,B,3.1824324324324325,10,-4,1.2837837837837838,6,-6,7.837837837837838,22,-6,0.9711229086229086,-2,4,1.945945945945946,-0.06081081081081081,0.48817567567567566,-3,3,1.391891891891892,-0.49324324324324326,2.5806306306306306,-6,9,4.351351351351352,0.75,67.18666666666667,4,105,0.20015531465429623,-0.3427374231232947,1,0.2769266215765693,0.01673941732321527,0.9716940608378934,1.9585444003929535,event
29,XX,B,2.764705882352941,6,-2,2.235294117647059,6,-4,8.705882352941176,18,1,1.0990196078431371,-0.5,2,2.1176470588235294,0.1176470588235294,0.8147058823529412,-1,3,1.7647058823529411,-0.2352941176470588,3.0990196078431373,0.25,7,5.0588235294117645,0.7647058823529411,69.22222222222223,22,104,0.11489576078357784,-0.6090398044927897,0.4193624747755216,0.3309536593334196,0.12456129096645656,0.6616952867726152,3.7432627273669854,non_event
30,XX,B,5,6,4,2,2,2,14,16,12,1.6,1.2,2,3,0.5,0.4,0.4,0.4,2,-0.5,4.6,3.2,6,7,2.5,54,6,92,0.1260925257778939,-0.4490731195102494,0.5681106190480176,0.461309123046758,0.4010341347777601,0.5215841113157558,3.640439378653017,non_event
31,XX,B,2.85,6,-1,1.65,7,-5,7.75,17,-1,1.253095238095238,-0.3333333333333333,6,2.15,0.25,0.6772619047619047,-1.6666666666666667,3,1.65,-0.15,3.443333333333334,-0.25,10,5.3,1.85,62.523809523809526,0,103,0.19791776781626047,-0.05919417382415921,0.6348790801629641,0.24544166961810615,0.04128679656440356,0.5069565152455181,1.9204926421008333,non_event
32,XX,B,3.3333333333333335,12,-1,1.3010752688172045,7,-4,7.612903225806452,24,-2,1.1827444956477215,-0.5,4,2.204301075268817,0.13978494623655913,0.524436763952893,-1.5,4,1.3978494623655917,-0.5268817204301075,2.928827444956477,-1,11,4.56989247311828,1.1612903225806452,61.302083333333336,0,112,0.21464449464259489,-0.17027663002861024,0.7535148692574969,0.26337649359955617,0.01830831181196511,0.5708345877916954,2.4995389318870456,non_event
33,XX,B,2.96875,7,1,2,7,-1,7.5,14,1,1.1270833333333334,0.2,3,1.875,0.25,0.8385416666666666,-0.5,2,1.6875,-0.03125,2.634895833333333,0.3333333333333333,10,4.4375,0.5625,64.06060606060606,12,107,0.19191102098883772,-0.22147490847846088,0.49195431924896016,0.2657540050362791,0.03052248173366124,0.5691186685230067,2.304487004652071,non_event
34,XX,B,4,5,3,2,5,0,6,8,3,1.2833333333333332,1,1.5,2,0.8,0.43666666666666665,0,1,1.2,-1.4,1.9666666666666663,1.3333333333333333,2.6666666666666665,3.6,0,77.4,54,98,0.1182918847604434,-0.10101133223731112,0.2583043764650818,0.1939278306682357,0.08641791239007578,0.2930269704582281,2.8342601761936868,non_event
35,XX,B,3,5,1,1.3333333333333333,3,-1,5.666666666666667,11,2,0.95,0.6,1.25,2.3333333333333335,-0.3333333333333333,0.4722222222222222,-0.3333333333333333,1,2,-1,1.5166666666666666,0.8,2.75,4.333333333333333,-1.3333333333333333,62.666666666666664,26,91,0.00639915810988123,-0.1831238433640888,0.2805766756690807,0.22437990704349736,0.11858604060977553,0.283428919092051,3.5286486698983865,non_event
36,XX,B,4.166666666666667,5,1,3.3333333333333335,5,1,11.5,19,3,0.9222222222222224,0.2,1.25,1.8333333333333333,-0.16666666666666666,0.8194444444444444,0.2,1.6666666666666667,1.3333333333333333,0,2.841666666666667,0.75,4.25,4.5,1.5,70.42857142857143,0,97,0.24170602848472908,0,0.3836395602026382,0.34840486190653874,0.22285963694419875,0.5411145809632609,2.0119912620923373,non_event
37,XX,B,3.546666666666667,10,-2,1.64,8,-4,8.493333333333334,23,-5,1.188873015873016,-0.5,5,2.013333333333333,0.30666666666666664,0.5064444444444445,-2,5,1.3866666666666667,-0.4533333333333333,2.8916666666666666,-2,11,4.586666666666667,1.1733333333333331,59.12658227848101,0,103,0.20302511156819092,-0.26271386773617295,0.6880648797143541,0.2974869517871305,0.07307068468465197,0.7149018182175974,1.6317112345997784,non_event
38,XX,B,2.2,4,-1,1.2,2,-1,5.4,7,3,0.5866666666666667,-0.25,1.3333333333333333,1.4,-0.4,0.7233333333333334,-0.25,2,1.2,0,1.7466666666666666,1,2.5,3.6,-0.2,82.4,48,100,0.16978060298846373,0.06873390016563333,0.42395187119952615,0.24598801566096093,0.12854261282430457,0.41873674010091105,2.5638639442532947,non_event
39,XX,B,2.4782608695652173,9,-3,0.391304347826087,6,-5,7.043478260869565,14,0,1.0143892339544514,-1.5,5,2,-0.04347826086956521,0.13768115942028986,-1.5,2,1.2608695652173914,-1,2.723913043478261,0,7,4.565217391304348,0.782608695652174,67.04166666666667,0,103,0.17179913556691917,-0.19065060720481436,0.7175724167222194,0.3215678666250525,0.105409255338946,0.8485281374238572,1.664362774952187,non_event
40,XX,B,2.5,4,-1,1.6428571428571428,5,-1,7.357142857142857,15,2,1.25,-1,4,1.9285714285714288,0.6428571428571429,0.6011904761904762,-1,2,1.2142857142857142,-0.2857142857142857,3.119047619047619,1,10,4.642857142857143,1.9285714285714288,45.142857142857146,5,98,0.3756442118288535,-0.05658719315973947,1.0833333333333333,0.3148302697759648,0.04648115532667113,0.6263820898277082,1.4684105477733125,non_event
41,XX,B,3.326923076923077,10,-4,1.871794871794872,8,-5,8.173076923076923,22,-1,1.1099358974358975,-1,4,2.032051282051282,0.15384615384615383,0.6067969067969068,-3,3,1.5256410256410255,-0.3974358974358974,2.801663614163614,-0.3333333333333333,8,4.589743589743589,1,67.19753086419753,0,109,0.2027391552033544,-0.40650800078211846,0.7756717518813397,0.28590162486042403,0.05368130962550509,1.2413030787576955,2.3832755352053008,event
42,XX,B,4,7,0,1.95,9,-2,10.25,21,0,1.2748809523809523,0,3.5,2.15,0.1,0.85875,-0.6666666666666666,4.5,1.75,0.05,3.2820833333333335,0,7,5.05,1.25,62.95,11,101,0.21415261473330768,-0.06006157660909329,0.5072280089492063,0.2737145380381639,0.10720796806616512,0.46959980594033096,2.0244906775931715,non_event
43,XX,B,6.333333333333333,10,4,2.6666666666666665,4,1,11.333333333333334,19,7,1.7222222222222223,1,2.5,3.3333333333333335,0.6666666666666666,0.6666666666666666,0.25,1,1.3333333333333333,-0.3333333333333333,3.4166666666666665,2,4.75,5.666666666666667,1.3333333333333333,83.33333333333333,48,102,0.3172932903164335,0.16977901965783498,0.47165733817141775,0.34546463743626277,0.25875629471181744,0.4398353917231312,4.167710810318432,non_event
44,XX,B,5,5,5,2,2,2,9,9,9,2.5,2.5,2.5,3,2,1,1,1,1,1,4.5,4.5,4.5,6,3,60,60,60,0.3765706956453627,0.3765706956453627,0.3765706956453627,0.31901046338182754,0.31901046338182754,0.31901046338182754,2.755579607886148,non_event
45,XX,B,4,4,4,3,3,3,7,7,7,0.8,0.8,0.8,1,0,0.75,0.75,0.75,1,0,1.75,1.75,1.75,3,-2,76,76,76,0.1709419526471754,0.1709419526471754,0.1709419526471754,0.24420821210182048,0.24420821210182048,0.24420821210182048,3.84908942161486,non_event
46,XX,B,3,5,1,1.75,5,0,6.125,14,-2,1.0104166666666667,0.6666666666666666,1.5,1.375,0.625,0.6833333333333333,0,1.6666666666666667,1.125,0.125,2.0375,-2,3.5,2.875,0.875,39.888888888888886,24,79,0.16920449007004623,-0.3735580628589605,0.4167609391325752,0.3199762029115401,0.11250350732996849,0.4967433381621192,1.5063853350089749,event
47,XX,C,1.75,3,-1,2.5,4,1,7.25,12,3,1,-1,3,1.25,0.75,1.5833333333333333,1,3,1.75,1.5,4.5625,1.5,12,5.75,3.75,51,11,81,0.1585224707247049,-0.05645989061266441,0.3490888724185873,0.2040377437461255,0.1083930873764238,0.3134016486427142,2.8283768984923703,non_event
48,XX,C,1,1,1,-0.5,0,-1,5,6,4,0.5,0.5,0.5,2,-1,-0.16666666666666666,-0.3333333333333333,0,1,-1,2,2,2,4,0,60,23,97,0.147329638668666,0.14667151885782012,0.1479877584795119,0.24419074705040603,0.12463379230782676,0.3637477017929853,2.0848522521956516,event
49,XX,C,3,4,2,1.5,2,1,5,6,4,1.6666666666666663,1.3333333333333333,2,2.5,0.5,1,1,1,1.5,0.5,3.5,1,6,5.5,1.5,56,17,95,0.1903872188806299,0.182083620496027,0.1986908172652328,0.28995928846761143,0.28995928846761143,0.28995928846761143,2.222521237479082,non_event
50,XX,C,6.333333333333333,8,5,2,3,1,17,19,15,1.35,1.2,1.6,2.6666666666666665,0.3333333333333333,0.6111111111111112,0.3333333333333333,1,1.6666666666666667,-0.6666666666666666,4.4944444444444445,3.4,6.333333333333333,8.333333333333334,1.6666666666666667,72,54,100,0.28454389817178605,0.23156740033969683,0.3547413502645839,0.326014009362965,0.2570247417397405,0.40161783892427,6.024150545880571,non_event
51,XX,C,3,7,-1,2.6,7,-1,7.4,16,-1,0.59,-1,1.75,1.4,0,0.51,-1,1.75,1.8,-0.4,1.8233333333333333,-0.5,3.6666666666666665,4.6,-0.2,46.166666666666664,0,73,0.13195366204467252,-0.07439748571346928,0.32913315575732144,0.2608291244723288,0.16664657225729732,0.3181023811700975,2.453034733680835,non_event
52,XX,C,4,5,3,4,5,3,6.5,10,3,1.5833333333333337,1.5,1.6666666666666667,2,1,2.3333333333333335,1.6666666666666667,3,3,2,4,3,5,4,4,33,23,43,0.40890520265963826,0.3957486049163552,0.4220618004029213,0.09606337724926411,0.08190549560139823,0.11022125889713,2.0692377259882204,non_event
53,XX,C,2.5714285714285716,4,1,1.1428571428571428,4,-3,5.571428571428571,11,1,0.8452380952380952,0.16666666666666666,1.5,1.8571428571428572,0,0.5095238095238095,-0.6,2,1.1428571428571428,-0.2857142857142857,1.8333333333333333,0.5,3.6666666666666665,4.428571428571429,-1,64.14285714285714,30,100,0.08818502356764148,-0.2318619703194332,0.39110852309443184,0.24289514645661708,0.11142191002514658,0.4062118103741992,2.5002908284153973,event
54,XX,C,2.5,4,1,0,3,-3,6.5,13,0,0.75,0.5,1,3,-1,0.2,-0.6,1,2,-1,1.625,0,3.25,4.5,-2,47.5,40,55,0.2678906088166252,0.22827344231378893,0.3075077753194614,0.3689624516572973,0.3463181217838815,0.391606781530713,1.5872042212002726,non_event
55,XX,C,3,4,2,2.5,3,2,11.5,14,9,0.5666666666666667,0.3333333333333333,0.8,2,-1,0.75,0.5,1,1.5,0,2.3,1.8,2.8,4.5,-1,71.5,58,85,0.2186444082391227,0.20063800524041173,0.2366508112378337,0.3518808106272575,0.2957307620635722,0.4080308591909429,2.6478595380118417,non_event
56,XX,C,3,3,3,-1,-1,-1,5,5,5,0.75,0.75,0.75,3,-1,-0.2,-0.2,-0.2,2,-2,1.6666666666666667,1.6666666666666667,1.6666666666666667,5,-3,95,95,95,0.16824093483865846,0.16824093483865846,0.16824093483865846,0.2575115429211496,0.2575115429211496,0.2575115429211496,3.2943505426990596,non_event
57,XX,C,6,6,6,1,1,1,13,13,13,2,2,2,2,2,0.5,0.5,0.5,2,-1,4.333333333333333,4.333333333333333,4.333333333333333,7,2,90,90,90,0.25354112831135406,0.25354112831135406,0.25354112831135406,0.17168147912979387,0.17168147912979387,0.17168147912979387,5.583343098005963,non_event
58,XX,C,3.3333333333333335,5,1,1.2222222222222223,6,-1,7.444444444444445,16,2,1.0814814814814817,0.25,2,1.7777777777777777,0.2222222222222222,0.5425925925925926,-0.3333333333333333,3,1.6666666666666667,-1,3.185185185185185,1,8,4.444444444444445,1.7777777777777777,47.666666666666664,9,95,0.3523182425462743,0.12879491590894926,0.5054370250904647,0.3505381397079755,0.1280528742987823,0.5397337832099959,1.4585153622461984,non_event
59,XX,C,4,4,4,-2,-2,-2,7,7,7,1.3333333333333333,1.3333333333333333,1.3333333333333333,2,1,-1,-1,-1,1,-3,2.3333333333333335,2.3333333333333335,2.3333333333333335,3,1,108,108,108,0.1451166395542883,0.1451166395542883,0.1451166395542883,0.19789225074420852,0.19789225074420852,0.19789225074420852,2.97224721798812,non_event
60,XX,C,0.6666666666666666,2,-1,-0.3333333333333333,1,-1,3.3333333333333335,7,-3,0.3333333333333333,0,0.5,2,-1.3333333333333333,0.08333333333333333,-0.25,0.5,1,-0.6666666666666666,1.5833333333333333,0,3,3.6666666666666665,0,59.666666666666664,51,77,-0.0383945726964278,-0.2910653251714446,0.2229882575908224,0.3295806190104109,0.22657509591334576,0.454852421047088,1.675350728777807,event
61,XX,C,6,6,6,-2,-2,-2,8,8,8,1.5,1.5,1.5,3,1,-0.5,-0.5,-0.5,1,-2,2.6666666666666665,2.6666666666666665,2.6666666666666665,3,2,88,88,88,0.15277424198889622,0.15277424198889622,0.15277424198889622,0.34365355745149384,0.34365355745149384,0.34365355745149384,4.20981312468542,event
62,XX,C,2,2,2,3,3,3,5,5,5,1,1,1,1,1,1.5,1.5,1.5,2,1,2.5,2.5,2.5,3,2,42,42,42,0.18185172080245873,0.18185172080245873,0.18185172080245873,0.2500034741000211,0.2500034741000211,0.2500034741000211,2.933700585430695,non_event
63,XX,C,3.6666666666666665,6,2,1.3333333333333333,3,-1,8,15,3,1.3333333333333333,1,2,1.6666666666666667,0.6666666666666666,0.2,-1,1,0.6666666666666666,-0.3333333333333333,2.5,2,3,4,0.6666666666666666,54.333333333333336,20,84,0.23995586441652392,0.11044396487724156,0.38971284406417867,0.2041304089172961,0.06644716792177234,0.2861364376947844,1.825431587661653,non_event
64,XX,C,3.6666666666666665,5,3,1.6666666666666667,3,1,8,11,3,1.0833333333333333,0.75,1.5,1.6666666666666667,0.3333333333333333,0.6111111111111112,0.3333333333333333,1,1.3333333333333333,-0.3333333333333333,2.566666666666667,2.2,3,4,0.3333333333333333,53,36,73,0.279043477939962,0.0512365413129138,0.5399842564983969,0.23297653044434377,0.10841345221693303,0.40061175720593184,1.793719090751122,non_event
65,XX,C,1.6,4,-1,1,1,1,4.2,10,-3,0.46,-1,1.5,1.2,-0.2,0.4666666666666667,0.25,1,1,-0.4,1.3666666666666667,-3,4,3,0,49.285714285714285,17,89,0.1847142021002429,-0.14501318865346569,0.36471635936791663,0.2501999305543579,0.14569607256945383,0.4306044527407445,1.9870401703207512,non_event
66,XX,C,3.2093023255813953,10,-3,0.8837209302325582,8,-3,8.767441860465116,21,0,1.2883720930232558,-0.75,7,2.3488372093023258,0.27906976744186046,0.475968992248062,-1,5,1.3255813953488371,-0.3953488372093023,3.8015503875968992,0,21,5.511627906976744,1.8837209302325584,54.59090909090909,0,101,0.21005500425668713,-0.1820943938456434,0.9185586535436918,0.26954818198462754,0.07229132093888109,0.8824721730111371,3.067459855244828,non_event
67,XX,C,3.7058823529411766,12,-2,1,4,-2,8.882352941176471,22,-2,0.9626050420168067,-0.4,2.6666666666666665,2.1176470588235294,-0.29411764705882354,0.24509803921568624,-1,1.3333333333333333,1.2941176470588236,-1.1176470588235294,2.251750700280112,-0.5,5.5,5,-0.29411764705882354,82.6470588235294,15,101,0.1663619629614961,-0.28524633507000324,0.3982254034220674,0.2777805570376153,0.0666277257461084,0.6292344281187453,3.3057292101793245,non_event
68,XX,C,4.166666666666667,6,1,2.3333333333333335,6,-1,12.5,20,3,1.6547619047619049,0.42857142857142855,3,2.1666666666666665,1,1.125,-0.25,2,2.3333333333333335,0.16666666666666666,4.861111111111111,1.1666666666666667,10,6.666666666666667,2.8333333333333335,69.83333333333333,22,100,0.27354037128582415,0.05977004478857405,0.6248575476728753,0.24678148194005375,0.1758559831155806,0.2943397741018399,4.605489616914808,non_event
69,XX,C,4.222222222222222,8,0,0.8888888888888888,4,-3,8.11111111111111,18,-1,1.1870370370370371,0,2.6666666666666665,2.2222222222222223,0.2222222222222222,0.22777777777777777,-1.5,1,1.2222222222222223,-1,2.748148148148148,-0.3333333333333333,6,5,1,68.55555555555556,33,97,0.24861245346927305,-0.08163134566420505,0.39740810803352306,0.2697153998720417,0.13716488895866913,0.3839113761882644,2.353658965099603,non_event
70,XX,C,4.260869565217392,9,-1,1.565217391304348,5,-2,9.434782608695652,20,-1,1.393167701863354,-0.2,3,2.391304347826087,0.30434782608695654,0.6710144927536232,-1,2.5,1.5217391304347827,-0.2608695652173913,3.2355072463768115,-1,8.5,4.869565217391305,1.608695652173913,58.65217391304348,16,101,0.20276601805073913,-0.40147753427348304,0.5598427863009224,0.31655186133969626,0.03479666838514481,0.7374587312452656,3.563901016561219,non_event
